"","year_data","year","region","region_description","state","offense","occurrence","age","cleared","population","occ_per_100k","clr_per_100k"
"530",2,2016,8,"Plains","North Dakota","involuntary servitude",1,"juvenile",0,754022,1.32622125083883,0
"531",2,2016,6,"Central","Ohio","involuntary servitude",0,"juvenile",0,11617850,0,0
"532",2,2016,10,"Rockies/Mid-West","Oklahoma","involuntary servitude",4,"juvenile",0,3909831,1.02306212212241,0
"533",2,2016,12,"Northeast","Oregon","involuntary servitude",0,"juvenile",0,4016918,0,0
"534",2,2016,5,"Gulf Coast East","Puerto Rico","involuntary servitude",0,"juvenile",0,3473166,0,0
"535",2,2016,1,"New England","Rhode Island","involuntary servitude",1,"juvenile",0,1056173,0.946814584353132,0
"536",2,2016,4,"Mid-Atlantic","South Carolina","involuntary servitude",7,"juvenile",0,4892253,1.43083360570273,0
"537",2,2016,8,"Plains","South Dakota","involuntary servitude",0,"juvenile",0,853933,0,0
"538",2,2016,6,"Central","Tennessee","involuntary servitude",0,"juvenile",0,6590808,0,0
"539",2,2016,11,"Gulf Coast West","Texas","involuntary servitude",127,"juvenile",0,27486814,4.62039725666278,0
"540",2,2016,5,"Gulf Coast East","U.S. Virgin Islands","involuntary servitude",0,"juvenile",0,107710,0,0
"541",2,2016,10,"Rockies/Mid-West","Utah","involuntary servitude",0,"juvenile",0,2982497,0,0
"542",2,2016,2,"Mideast North","Vermont","involuntary servitude",0,"juvenile",0,625197,0,0
"543",2,2016,12,"Northeast","Washington","involuntary servitude",1,"juvenile",0,7163543,0.139595727979856,0
"544",2,2016,7,"North Central","Wisconsin","involuntary servitude",1,"juvenile",0,5761406,0.173568743462967,0
"545",2,2016,10,"Rockies/Mid-West","Wyoming","involuntary servitude",2,"juvenile",0,585668,3.41490400704836,0
"546",3,2017,5,"Gulf Coast East","Alabama","involuntary servitude",0,"juvenile",0,4864745,0,0
"547",3,2017,9,"Southwest/Pacific","Alaska","involuntary servitude",1,"juvenile",0,741504,1.34861039185224,0
"548",3,2017,9,"Southwest/Pacific","Arizona","involuntary servitude",7,"juvenile",0,6945452,1.00785377251185,0
"549",3,2017,8,"Plains","Arkansas","involuntary servitude",0,"juvenile",0,2990410,0,0
"550",3,2017,9,"Southwest/Pacific","California","involuntary servitude",0,"juvenile",0,39209127,0,0
"551",3,2017,10,"Rockies/Mid-West","Colorado","involuntary servitude",7,"juvenile",0,5540921,1.26332788357748,0
"552",3,2017,2,"Mideast North","Connecticut","involuntary servitude",0,"juvenile",0,3578674,0,0
"553",3,2017,3,"Mideast South","Delaware","involuntary servitude",0,"juvenile",0,949216,0,0
"554",3,2017,5,"Gulf Coast East","Florida","involuntary servitude",24,"juvenile",0,20629982,1.16335535338809,0
"555",3,2017,5,"Gulf Coast East","Georgia","involuntary servitude",0,"juvenile",0,10304763,0,0
"556",3,2017,9,"Southwest/Pacific","Guam","involuntary servitude",0,"juvenile",0,162896,0,0
"557",3,2017,9,"Southwest/Pacific","Hawaii","involuntary servitude",0,"juvenile",0,1428105,0,0
"558",3,2017,12,"Northeast","Idaho","involuntary servitude",0,"juvenile",0,1682930,0,0
"559",3,2017,7,"North Central","Illinois","involuntary servitude",8,"juvenile",0,12826895,0.623689521119491,0
"560",3,2017,7,"North Central","Indiana","involuntary servitude",1,"juvenile",0,6633344,0.15075352642649,0
"561",3,2017,10,"Rockies/Mid-West","Kansas","involuntary servitude",0,"juvenile",0,2911263,0,0
"562",3,2017,6,"Central","Kentucky","involuntary servitude",14,"juvenile",0,4438229,3.15441136543428,0
"563",3,2017,11,"Gulf Coast West","Louisiana","involuntary servitude",2,"juvenile",0,4678215,0.427513485378504,0
"564",3,2017,1,"New England","Maine","involuntary servitude",0,"juvenile",0,1331370,0,0
"565",3,2017,4,"Mid-Atlantic","Maryland","involuntary servitude",0,"juvenile",0,6004692,0,0
"566",3,2017,1,"New England","Massachusetts","involuntary servitude",11,"juvenile",0,6826022,1.61148030287626,0
"567",3,2017,6,"Central","Michigan","involuntary servitude",11,"juvenile",0,9951890,1.10531768337472,0
"568",3,2017,7,"North Central","Minnesota","involuntary servitude",0,"juvenile",0,5523409,0,0
"569",3,2017,5,"Gulf Coast East","Mississippi","involuntary servitude",0,"juvenile",0,2988298,0,0
"570",3,2017,8,"Plains","Missouri","involuntary servitude",3,"juvenile",0,6087203,0.492837186471356,0
"571",3,2017,12,"Northeast","Montana","involuntary servitude",0,"juvenile",0,1040863,0,0
"572",3,2017,8,"Plains","Nebraska","involuntary servitude",0,"juvenile",0,1905924,0,0
"573",3,2017,9,"Southwest/Pacific","Nevada","involuntary servitude",0,"juvenile",0,2919772,0,0
"574",3,2017,1,"New England","New Hampshire","involuntary servitude",0,"juvenile",0,1342373,0,0
"575",3,2017,10,"Rockies/Mid-West","New Mexico","involuntary servitude",0,"juvenile",0,2092789,0,0
"576",3,2017,2,"Mideast North","New York","involuntary servitude",0,"juvenile",0,19641589,0,0
"577",3,2017,4,"Mid-Atlantic","North Carolina","involuntary servitude",0,"juvenile",0,10156679,0,0
"578",3,2017,8,"Plains","North Dakota","involuntary servitude",1,"juvenile",0,754353,1.32563932270436,0
"579",3,2017,6,"Central","Ohio","involuntary servitude",0,"juvenile",0,11635003,0,0
"580",3,2017,10,"Rockies/Mid-West","Oklahoma","involuntary servitude",0,"juvenile",0,3926769,0,0
"581",3,2017,12,"Northeast","Oregon","involuntary servitude",0,"juvenile",0,4091404,0,0
"582",3,2017,5,"Gulf Coast East","Puerto Rico","involuntary servitude",0,"juvenile",0,3406495,0,0
"583",3,2017,1,"New England","Rhode Island","involuntary servitude",1,"juvenile",0,1057063,0.946017408612353,0
"584",3,2017,4,"Mid-Atlantic","South Carolina","involuntary servitude",4,"juvenile",0,4958235,0.806738688263061,0
"585",3,2017,8,"Plains","South Dakota","involuntary servitude",0,"juvenile",0,862890,0,0
"586",3,2017,6,"Central","Tennessee","involuntary servitude",4,"juvenile",0,6645011,0.601955361699176,0
"587",3,2017,11,"Gulf Coast West","Texas","involuntary servitude",119,"juvenile",16,27937492,4.25950904970281,0.0572707099119706
"588",3,2017,10,"Rockies/Mid-West","Utah","involuntary servitude",0,"juvenile",0,3042613,0,0
"589",3,2017,2,"Mideast North","Vermont","involuntary servitude",0,"juvenile",0,623644,0,0
"590",3,2017,12,"Northeast","Washington","involuntary servitude",1,"juvenile",0,7294680,0.137086205289334,0
"591",3,2017,7,"North Central","Wisconsin","involuntary servitude",6,"juvenile",0,5772958,1.03932853833338,0
"592",3,2017,10,"Rockies/Mid-West","Wyoming","involuntary servitude",0,"juvenile",0,584290,0,0
